objectid,lga_code_2022,lga_name_2022,area_albers_sqkm,asgs_loci_uri_2022,psh_dwl_1415,psh_val_1415,pxh_dwl_1415,pxh_val_1415,ptot_dwl_1415,pdwl_val_1415,totdwl_dwl_1415,totdwl_val_1415,nonres_val_1415,res_val_1415,tbld_val_1415,psh_dwl_1516,psh_val_1516,pxh_dwl_1516,pxh_val_1516,ptot_dwl_1516,pdwl_val_1516,totdwl_dwl_1516,totdwl_val_1516,nonres_val_1516,res_val_1516,tbld_val_1516,psh_dwl_1617,psh_val_1617,pxh_dwl_1617,pxh_val_1617,ptot_dwl_1617,pdwl_val_1617,totdwl_dwl_1617,totdwl_val_1617,nonres_val_1617,res_val_1617,tbld_val_1617,psh_dwl_1718,psh_val_1718,pxh_dwl_1718,pxh_val_1718,ptot_dwl_1718,pdwl_val_1718,totdwl_dwl_1718,totdwl_val_1718,nonres_val_1718,res_val_1718,tbld_val_1718,psh_dwl_1819,psh_val_1819,pxh_dwl_1819,pxh_val_1819,ptot_dwl_1819,pdwl_val_1819,totdwl_dwl_1819,totdwl_val_1819,nonres_val_1819,res_val_1819,tbld_val_1819,psh_dwl_1920,psh_val_1920,pxh_dwl_1920,pxh_val_1920,ptot_dwl_1920,pdwl_val_1920,totdwl_dwl_1920,totdwl_val_1920,nonres_val_1920,res_val_1920,tbld_val_1920,psh_dwl_2021,psh_val_2021,pxh_dwl_2021,pxh_val_2021,ptot_dwl_2021,pdwl_val_2021,totdwl_dwl_2021,totdwl_val_2021,nonres_val_2021,res_val_2021,tbld_val_2021,psh_dwl_2122,psh_val_2122,pxh_dwl_2122,pxh_val_2122,ptot_dwl_2122,pdwl_val_2122,totdwl_dwl_2122,totdwl_val_2122,nonres_val_2122,res_val_2122,tbld_val_2122,psh_dwl_2223,psh_val_2223,pxh_dwl_2223,pxh_val_2223,ptot_dwl_2223,pdwl_val_2223,totdwl_dwl_2223,totdwl_val_2223,nonres_val_2223,res_val_2223,tbld_val_2223,globalid,Shape__Area,Shape__Length
87,15990,Northern Beaches,254.2072,https://linked.data.gov.au/dataset/asgsed3/LGA2022/15990,385.0,359.334957,606.0,162.802106,991.0,522.137063,991.0,522.137063,817.420548,526.416272,1343.83682,425.0,401.643641,625.0,227.926112,1050.0,629.569753,1082.0,636.699753,442.480515,647.43189,1089.912405,464.0,434.022041,693.0,213.893908,1157.0,647.915949,1157.0,647.915949,279.153344,654.799144,933.952488,549.0,526.092373,621.0,234.446711,1170.0,760.539084,1170.0,760.539084,240.626976,763.276421,1003.903397,339.0,404.483441,239.0,90.748419,578.0,495.23186,579.0,495.59756,307.150231,521.93513,829.085361,360.0,413.340268,225.0,80.976625,585.0,494.316893,585.0,494.316893,195.246531,506.603909,701.85044,437.0,576.656521,479.0,234.028468,916.0,810.684989,916.0,810.684989,271.637508,840.035194,1111.672702,471.0,733.003601,262.0,158.063116,733.0,891.066717,733.0,891.306239,354.392715,900.319527,1254.712242,418.0,669.574424,498.0,272.913558,916.0,942.487982,916.0,942.487982,245.835361,988.569724,1234.405085,54174402-ae76-449c-9c81-f2633cee5612,0.0247185298471777,1.96465093590566
88,16100,Oberon,3625.047,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16100,15.0,5.283588,,,15.0,5.283588,15.0,5.283588,0.299275,5.346826,5.646101,22.0,6.805057,,,22.0,6.805057,22.0,6.805057,0.812,6.945597,7.757597,19.0,9.499523,,,19.0,9.499523,19.0,9.499523,4.045,9.683223,13.728223,18.0,5.375279,8.0,2.5,26.0,7.875279,26.0,7.875279,50.908168,8.575259,59.483427,19.0,7.124694,2.0,0.465333,21.0,7.590027,21.0,7.590027,2.0952,7.821985,9.917185,21.0,6.358564,6.0,1.149,27.0,7.507564,27.0,7.507564,0.645,8.139689,8.784689,13.0,5.894373,,,13.0,5.894373,13.0,5.894373,4.071758,6.918169,10.989927,21.0,11.310133,4.0,2.049942,25.0,13.360075,25.0,13.360075,15.902095,14.101384,30.003479,28.0,16.827211,4.0,1.207262,32.0,18.034473,32.0,18.034473,9.238885,18.896257,28.135142,482785c6-9f50-4af6-a4a9-53f9f5bf8a0e,0.353273718970286,4.84099775230156
89,16150,Orange,284.2159,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16150,301.0,83.641265,19.0,2.977,320.0,86.618265,325.0,88.024865,36.587815,89.594373,126.182188,283.0,79.773317,68.0,10.614357,351.0,90.387674,352.0,90.643024,67.464983,92.647191,160.112174,281.0,89.941647,26.0,4.05505,307.0,93.996697,307.0,93.996697,20.803565,97.847468,118.651033,240.0,82.501231,72.0,13.196796,312.0,95.698027,312.0,95.698027,24.560301,107.405391,131.965692,249.0,86.419338,38.0,10.29749,287.0,96.716828,287.0,96.716828,252.059973,103.647151,355.707124,203.0,78.434477,29.0,7.23925,232.0,85.673727,232.0,85.708927,51.092031,94.529807,145.621838,226.0,87.439917,36.0,8.694309,262.0,96.134226,268.0,99.511422,55.605769,113.805353,169.411122,197.0,97.186833,21.0,5.115777,218.0,102.30261,222.0,103.499703,95.682616,112.253654,207.93627,205.0,120.36961,15.0,4.508197,220.0,124.877807,227.0,129.865835,82.683856,134.101648,216.785504,cbe0a018-55cc-447e-9016-fe97cad86bf8,0.0275221749275261,0.962256223338688
90,16200,Parkes,5957.6137,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16200,53.0,15.125075,3.0,0.494,56.0,15.619075,56.0,15.899075,44.707461,16.172544,60.880005,45.0,14.454601,18.0,5.0,63.0,19.454601,63.0,19.490958,30.728886,19.792533,50.521419,28.0,10.149111,10.0,0.99,38.0,11.139111,38.0,11.139111,2.108715,11.484401,13.593116,22.0,7.987231,1.0,0.0197,23.0,8.006931,29.0,10.344931,2.869,10.923218,13.792218,20.0,7.496015,3.0,0.2895,23.0,7.785515,23.0,7.810515,9.743141,9.137331,18.880472,28.0,10.890575,6.0,1.35,34.0,12.240575,34.0,12.240575,48.94525,13.089347,62.034597,26.0,11.322431,4.0,0.9,30.0,12.222431,30.0,12.222431,6.891614,13.110977,20.002591,34.0,14.740012,8.0,1.99934,42.0,16.739352,63.0,25.409603,10.851489,26.801018,37.652507,40.0,18.912585,11.0,3.942612,51.0,22.855197,51.0,22.855197,10.335502,24.679778,35.01528,351683da-f2b1-455f-9a38-86e142acf8df,0.574062181253794,4.30285636824612
91,16260,Parramatta,83.8303,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16260,319.0,113.279494,4722.0,1227.798388,5041.0,1341.077882,5081.0,1351.077882,262.446402,1341.272045,1603.718447,335.0,141.697982,4908.0,1513.044173,5243.0,1654.742155,5890.0,1845.342646,285.788495,1846.734509,2132.523004,279.0,107.193178,3672.0,1057.633782,3951.0,1164.82696,3971.0,1170.793498,733.030039,1173.930501,1906.96054,344.0,149.403804,3564.0,1272.210432,3908.0,1421.614236,3941.0,1429.908644,1382.455353,1432.325898,2814.781251,278.0,118.871047,3798.0,1288.794919,4076.0,1407.665966,4096.0,1413.551966,1087.063103,1416.221547,2503.28465,275.0,133.315997,2899.0,939.410698,3174.0,1072.726695,3174.0,1072.726695,1122.818349,1074.370166,2197.188515,353.0,175.997336,2057.0,834.506196,2410.0,1010.503532,2410.0,1012.9619,940.52421,1015.889344,1956.413554,399.0,245.428326,2387.0,898.292676,2786.0,1143.721002,2798.0,1147.637605,1362.938866,1152.721581,2515.660447,345.0,225.607974,1980.0,858.296351,2325.0,1083.904325,2325.0,1083.904325,966.378499,1086.433169,2052.811668,1280e718-8c26-42dd-a4e8-1e0ba92e27e0,0.00816172499298773,0.569111282032382
92,16350,Penrith,404.7021,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16350,1374.0,367.022792,505.0,86.998211,1879.0,454.021003,1909.0,462.266003,134.82455,464.318244,599.142794,1173.0,335.864546,1087.0,250.32149,2260.0,586.186036,2297.0,596.376973,150.162156,597.467284,747.62944,1064.0,304.729066,1564.0,376.050931,2628.0,680.779997,2631.0,681.924751,542.210292,683.140651,1225.350943,1285.0,401.800361,1495.0,339.977901,2780.0,741.778262,2804.0,747.79283,297.845241,748.340672,1046.185913,964.0,312.219322,941.0,247.022765,1905.0,559.242087,1946.0,571.712566,935.364781,569.263141,1504.627922,672.0,223.023075,579.0,130.504373,1251.0,353.527448,1251.0,353.527448,998.001157,354.375252,1352.376409,511.0,204.958786,558.0,137.611661,1069.0,342.570447,1122.0,361.757546,701.087064,360.769222,1061.856286,540.0,215.713314,679.0,239.096728,1219.0,454.810042,1221.0,455.220042,607.794275,459.588873,1067.383148,638.0,259.617528,750.0,238.164921,1388.0,497.782449,1388.0,498.5356,1846.689434,489.786372,2336.475806,bd7b55b7-3de2-4def-951d-f75039c28856,0.0393861280613237,1.06886935191876
93,16380,Port Macquarie-Hastings,3682.3915,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16380,426.0,134.376689,153.0,24.481018,579.0,158.857707,579.0,159.264874,56.759778,163.033755,219.793533,479.0,153.558085,165.0,33.099595,644.0,186.65768,644.0,186.65768,61.355981,189.523832,250.879813,496.0,164.792512,217.0,59.385955,713.0,224.178467,713.0,224.178467,106.095581,227.341494,333.437075,552.0,193.546263,117.0,24.077778,669.0,217.624041,674.0,218.021541,93.536589,222.044707,315.581296,490.0,168.61794,234.0,59.267522,724.0,227.885462,727.0,229.114251,112.121538,231.567949,343.689487,364.0,141.631055,147.0,36.708625,511.0,178.33968,511.0,178.33968,81.057702,178.244449,259.302151,410.0,169.543417,252.0,91.692723,662.0,261.23614,675.0,265.609977,66.97324,269.213863,336.187103,559.0,239.94572,117.0,31.30093,676.0,271.24665,692.0,276.550099,81.43199,282.067891,363.499881,801.0,337.433057,194.0,72.31156,995.0,409.744617,995.0,409.744617,175.642292,413.962497,589.604789,4f1d8482-d611-4f36-8dd1-71bfe8411711,0.349254002596354,3.90729837731064
94,16400,Port Stephens,858.4357,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16400,207.0,74.656147,149.0,28.005442,356.0,102.661589,356.0,102.661589,76.186853,109.359153,185.546006,263.0,97.195848,52.0,11.286595,315.0,108.482443,315.0,108.482443,386.206078,113.643997,499.850075,323.0,119.040231,33.0,7.57482,356.0,126.615051,356.0,126.615051,324.184141,130.322404,454.506545,233.0,98.102727,103.0,40.864325,336.0,138.967052,336.0,138.967052,43.550213,142.152202,185.702415,299.0,110.168529,46.0,11.231154,345.0,121.399683,345.0,121.399683,48.50247,125.754933,174.257403,244.0,97.653132,40.0,12.033524,284.0,109.686656,284.0,109.686656,120.342401,115.512705,235.855106,371.0,152.335752,317.0,67.706178,688.0,220.04193,688.0,220.14123,59.586179,227.305149,286.891328,474.0,204.120352,141.0,40.03111,615.0,244.151462,615.0,244.151462,147.882394,252.108062,399.990456,299.0,147.556564,242.0,127.715364,541.0,275.271928,541.0,275.271928,256.655968,284.402243,541.058211,9a498fbb-e767-492a-a09c-84f35686b33b,0.0825711409524956,2.96504079506826
95,16490,Queanbeyan-Palerang,5319.0075,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16490,329.0,114.906172,49.0,9.870005,378.0,124.776177,378.0,124.776177,66.065337,127.295481,193.360818,309.0,111.973613,67.0,15.37573,376.0,127.349343,430.0,143.393049,22.887561,145.775477,168.663038,373.0,139.074934,89.0,15.9536,462.0,155.028534,467.0,156.582683,21.155396,159.510031,180.665427,300.0,111.971605,73.0,11.519282,373.0,123.490887,373.0,123.490887,66.724197,126.225905,192.950102,392.0,143.127409,18.0,3.53229,410.0,146.659699,440.0,156.101942,31.141344,158.468894,189.610238,140.0,64.513107,25.0,9.4224,165.0,73.935507,183.0,79.935174,94.297382,81.19329,175.490672,178.0,73.571834,93.0,25.665837,271.0,99.237671,271.0,100.783134,17.043841,102.171624,119.215465,340.0,160.405221,95.0,25.744019,435.0,186.14924,440.0,187.393254,161.437123,190.920437,352.35756,450.0,232.848149,211.0,59.124415,661.0,291.972564,662.0,292.210144,168.612525,296.678674,465.291199,a33e6602-5934-4d50-b3d1-f15f2029310c,0.527897748270334,6.09416448543655
96,16550,Randwick,36.331,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16550,100.0,121.27966,475.0,152.702373,575.0,273.982033,583.0,276.508083,150.876248,296.052708,446.928956,74.0,106.465022,399.0,118.03197,473.0,224.496992,473.0,224.496992,206.248964,238.598405,444.847369,93.0,137.373528,599.0,230.934255,692.0,368.307783,692.0,368.307783,525.34637,397.089184,922.435554,78.0,122.433195,681.0,256.381427,759.0,378.814622,759.0,378.814622,145.657324,400.065205,545.722529,67.0,116.16975,241.0,100.425566,308.0,216.595316,308.0,216.595316,196.52104,238.09715,434.61819,75.0,130.708317,227.0,94.564353,302.0,225.27267,338.0,234.27267,473.355748,249.694333,723.050081,78.0,136.876022,210.0,93.002391,288.0,229.878413,289.0,231.022143,101.387059,273.583722,374.970781,84.0,175.006822,234.0,103.913684,318.0,278.920506,318.0,279.397906,838.211989,303.133032,1141.345021,79.0,167.506542,403.0,216.147581,482.0,383.654123,482.0,383.654123,668.193489,415.753267,1083.946756,bde7be18-a87d-4e4b-8418-48602565c4fe,0.00354329425545075,0.472235125384502
97,16610,Richmond Valley,3047.3748,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16610,35.0,11.26676,,,35.0,11.26676,35.0,11.26676,4.3265,12.575525,16.902025,46.0,12.523711,1.0,0.02772,47.0,12.551431,47.0,12.551431,14.439401,13.906783,28.346184,53.0,14.157177,13.0,2.414991,66.0,16.572168,66.0,16.572168,3.713796,17.720668,21.434464,61.0,19.014585,16.0,3.221198,77.0,22.235783,77.0,22.235783,4.54178,23.994864,28.536644,61.0,17.814716,13.0,3.095607,74.0,20.910323,74.0,20.910323,8.479747,22.509229,30.988976,44.0,15.524574,11.0,1.834009,55.0,17.358583,56.0,17.890702,14.088009,20.015032,34.103041,59.0,18.867264,12.0,3.162418,71.0,22.029682,72.0,23.848979,19.191021,26.194265,45.385286,41.0,19.128647,16.0,4.407052,57.0,23.535699,65.0,26.165225,16.062253,27.81759,43.879843,43.0,19.353126,3.0,1.01599,46.0,20.369115999999998,46.0,20.749646,8.105322,22.66117,30.766492,36503cdc-b866-4476-b0a3-e63fc948f7ed,0.282332100430722,3.43195855772665
98,16700,Ryde,40.4746,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16700,142.0,74.268252,1709.0,531.574218,1851.0,605.84247,1870.0,610.811136,142.899564,611.589803,754.489367,143.0,94.823721,3357.0,1077.024309,3500.0,1171.84803,3526.0,1179.001811,173.200734,1179.783311,1352.984045,108.0,68.972886,2168.0,759.601665,2276.0,828.574551,2293.0,832.986897,113.317159,833.255061,946.57222,266.0,150.646899,1932.0,614.049754,2198.0,764.696653,2198.0,764.696653,753.049747,762.31726,1515.367007,273.0,158.240827,890.0,324.608165,1163.0,482.848992,1163.0,482.848992,470.663036,484.070903,954.733939,217.0,132.485399,965.0,325.404259,1182.0,457.889658,1182.0,457.889658,488.625887,459.065494,947.691381,215.0,148.412459,2023.0,741.816706,2238.0,890.229165,2246.0,893.149165,881.992113,894.87571,1776.867823,357.0,251.314271,761.0,309.580914,1118.0,560.895185,1126.0,563.492373,707.10287,566.37708,1273.47995,187.0,160.988871,1610.0,835.358087,1797.0,996.346958,1797.0,996.346958,234.945913,994.224096,1229.170009,84ff506d-45a4-4b39-8d50-7d2723c24796,0.00394040427863729,0.384066746400366
99,16900,Shellharbour,147.4208,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16900,240.0,78.564105,310.0,68.098473,550.0,146.662578,569.0,149.776001,74.989574,152.056869,227.046443,173.0,55.751367,322.0,71.477446,495.0,127.228813,495.0,127.228813,149.273648,128.123438,277.397086,375.0,121.887573,258.0,67.090816,633.0,188.978389,633.0,188.978389,54.518095,190.453791,244.971886,258.0,93.312306,576.0,150.878921,834.0,244.191227,834.0,244.191227,38.289329,245.074628,283.363957,736.0,258.153159,432.0,103.348413,1168.0,361.501572,1168.0,361.501572,47.733519,362.735212,410.468731,336.0,123.582958,412.0,130.041575,748.0,253.624533,751.0,255.126984,47.784141,256.101983,303.886124,510.0,194.040631,400.0,116.555892,910.0,310.596523,910.0,310.596523,36.347166,312.21956,348.566726,353.0,155.643398,623.0,243.221474,976.0,398.864872,976.0,398.864872,69.120007,400.133526,469.253533,261.0,135.049662,430.0,159.194566,691.0,294.244228,691.0,294.244228,170.269769,296.597223,466.866992,3d0e60de-6fbf-4489-8a36-7c809a6c100a,0.0144842867221087,0.998827330962503
100,16950,Shoalhaven,4567.2011,https://linked.data.gov.au/dataset/asgsed3/LGA2022/16950,609.0,186.836452,161.0,27.124224,770.0,213.960676,770.0,214.000676,82.11579,220.542556,302.658346,611.0,190.308815,115.0,22.598336,726.0,212.907151,726.0,212.907151,43.354662,220.058465,263.413127,678.0,232.50083,134.0,26.855343,812.0,259.356173,812.0,259.356173,185.81421,268.443456,454.257666,751.0,279.595234,213.0,48.442076,964.0,328.03731,967.0,329.535817,48.246917,340.164022,388.410939,498.0,216.585733,278.0,71.513729,776.0,288.099462,776.0,288.193577,63.298333,296.643277,359.94161,496.0,228.080993,286.0,82.229531,782.0,310.310524,782.0,310.833248,152.258165,319.703838,471.962003,627.0,303.280489,245.0,63.119308,872.0,366.399797,879.0,369.556841,84.626748,379.685659,464.312407,685.0,337.306722,226.0,74.774489,911.0,412.081211,911.0,412.081211,103.94403,420.483645,524.427675,460.0,294.242274,222.0,83.987877,682.0,378.230151,686.0,379.789291,439.588642,393.103423,832.692065,46c7ef64-43ee-4166-883a-b9a846990c18,0.451483938212277,5.47172184939002
101,17000,Singleton,4892.7168,https://linked.data.gov.au/dataset/asgsed3/LGA2022/17000,56.0,19.810595,12.0,1.90934,68.0,21.719935,69.0,21.99783,18.48433,22.513452,40.997782,35.0,14.843219,4.0,1.05,39.0,15.893219,39.0,15.893219,11.129461,17.785116,28.914577,55.0,22.862692,21.0,3.1,76.0,25.962692,76.0,25.962692,24.940888,27.71967,52.660558,79.0,32.585641,,,79.0,32.585641,106.0,41.779288,12.428664,44.296388,56.725052,100.0,41.344135,2.0,0.538,102.0,41.882135,102.0,41.882135,33.471842,45.086656,78.558498,29.0,10.739594,,,29.0,10.739594,29.0,10.739594,8.171508,11.656356,19.827864,34.0,14.111588,,,34.0,14.111588,37.0,15.327384,39.545605,15.594567,55.140172,97.0,49.905277,6.0,1.88615,103.0,51.791427,103.0,51.791427,11.751693,54.505942,66.257635,96.0,52.681134,10.0,2.198073,106.0,54.879207,106.0,54.879207,40.610178,58.571705,99.181883,9c368cde-effe-457e-8772-4b2f67399f9f,0.470305862475016,4.6607298649095
102,17040,Snowy Monaro,15164.7904,https://linked.data.gov.au/dataset/asgsed3/LGA2022/17040,51.0,18.961928,32.0,5.56905,83.0,24.530978,83.0,24.530978,8.476098,25.488898,33.964996,81.0,27.560082,10.0,1.98275,91.0,29.542832,91.0,29.567832,8.861743,30.141942,39.003685,78.0,27.194137,10.0,1.796874,88.0,28.991011,88.0,29.101011,15.180505,30.285202,45.465707,62.0,22.067112,17.0,4.153,79.0,26.220112,79.0,26.220112,12.067375,25.978632,38.046007,79.0,30.271909,25.0,5.4504,104.0,35.722309,104.0,35.722309,29.853954,38.344607,68.198561,92.0,35.771278,26.0,6.85325,118.0,42.624528,118.0,42.624528,106.531036,43.522798,150.053834,71.0,28.451755,44.0,10.80676,115.0,39.258515,115.0,39.518632,22.596245,41.882433,64.478678,84.0,39.849968,55.0,17.52236,139.0,57.372328,139.0,57.372328,39.556042,59.449788,99.00583,91.0,52.245642,29.0,9.785883,120.0,62.031525,120.0,62.672462,151.934546,65.464348,217.398894,459b3f97-3530-4b31-b428-10c70ba090a5,1.52339233494786,7.74920298418603
103,17080,Snowy Valleys,8958.9215,https://linked.data.gov.au/dataset/asgsed3/LGA2022/17080,44.0,12.215707,,,44.0,12.215707,44.0,12.215707,1.971108,12.880789,14.851897,33.0,9.981737,,,33.0,9.981737,33.0,9.981737,8.974867,10.685692,19.660559,34.0,11.744849,,,34.0,11.744849,34.0,11.744849,1.486,12.769694,14.255694,36.0,13.819983,1.0,0.0775,37.0,13.897483,37.0,13.897483,22.962904,14.643692,37.606596,36.0,14.427235,,,36.0,14.427235,36.0,14.427235,1.206171,15.270434,16.476605,40.0,16.137432,1.0,0.035,41.0,16.172432,41.0,16.172432,42.294569,17.85621,60.150779,60.0,28.24136,,,60.0,28.24136,60.0,29.229548,11.884078,32.082113,43.966191,47.0,22.450585,3.0,2.467274,50.0,24.917859,50.0,25.706754,15.495825,24.64335,40.139175,44.0,23.017244,1.0,0.098,45.0,23.115244,48.0,24.929178,13.849808,26.548098,40.397906,1c4eb3bc-a5d0-4426-ade0-f8c363c99f0d,0.89256004249637,8.20235160887918
104,17100,Strathfield,14.0008,https://linked.data.gov.au/dataset/asgsed3/LGA2022/17100,34.0,17.703625,800.0,183.763486,834.0,201.467111,836.0,202.637111,20.257329,202.677111,222.93444,33.0,19.561191,572.0,138.596941,605.0,158.158132,617.0,161.412458,36.839655,161.437458,198.277113,46.0,26.984172,1062.0,296.646038,1108.0,323.63021,1108.0,323.63021,83.187539,323.72271,406.910249,104.0,77.155089,987.0,300.102,1091.0,377.257089,1091.0,377.257089,86.360047,377.357089,463.717136,85.0,75.462586,345.0,82.982276,430.0,158.444862,430.0,158.444862,180.341262,158.591362,338.932624,29.0,19.81658,,,29.0,19.81658,29.0,19.81658,16.829678,22.460938,39.290616,53.0,49.680564,499.0,187.853964,552.0,237.534528,552.0,237.534528,62.325834,238.224528,300.550362,66.0,74.314139,38.0,13.030113,104.0,87.344252,104.0,87.344252,54.639566,87.603275,142.242841,84.0,93.103718,11.0,8.486458,95.0,101.590176,95.0,101.590176,85.290851,99.550173,184.841024,60f98789-dd50-4923-b5c5-fbc4cbfd4d24,0.00136437859600846,0.207187233798222
105,17150,Sutherland,333.5806,https://linked.data.gov.au/dataset/asgsed3/LGA2022/17150,358.0,200.421514,472.0,139.491477,830.0,339.912991,871.0,351.522293,197.39123,358.229424,555.620654,378.0,234.214777,653.0,222.471472,1031.0,456.686249,1055.0,462.420249,183.768762,469.347272,653.116034,488.0,291.914975,2129.0,711.965415,2617.0,1003.88039,2662.0,1017.171083,250.152622,1027.68175,1277.834372,421.0,299.259668,1641.0,547.000064,2062.0,846.259732,2068.0,848.232732,205.862014,853.725608,1059.587622,271.0,204.723892,1555.0,639.35672,1826.0,844.080612,1826.0,844.080612,95.152924,850.016754,945.169678,189.0,180.805755,923.0,371.973898,1112.0,552.779653,1114.0,553.703153,307.753105,562.987134,870.740239,316.0,272.006514,1172.0,518.619736,1488.0,790.62625,1488.0,790.870682,274.5066,797.363039,1071.869639,314.0,288.516065,1008.0,484.565185,1322.0,773.08125,1322.0,773.794717,214.457311,786.524473,1000.981784,253.0,278.348877,745.0,400.557097,998.0,678.905974,998.0,678.905974,205.712445,688.784654,894.497099,f6fb60cd-9906-4839-a6e6-3c07d49434c4,0.0325804051822161,2.46696280399544
106,17200,Sydney,26.6762,https://linked.data.gov.au/dataset/asgsed3/LGA2022/17200,11.0,54.723121,3574.0,1200.90832,3585.0,1255.631441,3586.0,1257.425085,1653.955606,1286.321472,2940.277078,15.0,55.840297,5725.0,2398.646285,5740.0,2454.486582,5740.0,2454.993382,2338.715592,2471.341608,4810.0572,37.0,71.879563,4697.0,2033.52722,4734.0,2105.406783,4913.0,2159.594351,3992.751038,2199.596894,6192.347932,30.0,99.177278,3440.0,2380.210186,3470.0,2479.387464,3552.0,2533.968071,3150.316295,2552.477765,5702.79406,35.0,82.859413,1018.0,412.852454,1053.0,495.711867,1053.0,495.992879,4026.939882,527.331261,4554.271143,20.0,87.633408,733.0,295.793759,753.0,383.427167,753.0,385.231685,3074.529049,422.38436,3496.913409,28.0,108.598648,2128.0,1220.11149,2156.0,1328.710138,2161.0,1331.585884,4757.284098,1394.770256,6152.054354,30.0,102.706036,1076.0,581.326918,1106.0,684.032954,1184.0,740.432852,2185.904385,783.995176,2969.899561,10.0,78.227915,1098.0,676.209867,1108.0,754.437782,1108.0,754.968555,4236.44269,809.312349,5045.755039,ba63aa1e-1f68-4eea-ae63-d2c834abb105,0.00259985102547944,0.41679090585804
107,17310,Tamworth,9884.3505,https://linked.data.gov.au/dataset/asgsed3/LGA2022/17310,373.0,107.698231,70.0,10.730532,443.0,118.428763,448.0,120.849663,65.514724,123.002803,188.517527,357.0,113.651022,56.0,11.645819,413.0,125.296841,414.0,126.226245,79.845254,125.573396,205.41865,332.0,106.09617,83.0,14.473203,415.0,120.569373,415.0,120.569373,38.278285,122.06453,160.342815,279.0,100.995568,71.0,13.870514,350.0,114.866082,350.0,114.866082,54.649825,119.03696,173.686785,252.0,99.954407,36.0,5.878247,288.0,105.832654,288.0,105.832654,38.421924,108.560372,146.982296,181.0,75.555817,70.0,13.534211,251.0,89.090028,251.0,89.090028,56.988169,92.3544,149.342569,305.0,122.827064,51.0,9.537361,356.0,132.364425,359.0,134.418086,35.693926,137.675769,173.369695,217.0,94.576663,116.0,24.715812,333.0,119.292475,338.0,120.672259,54.384482,124.554689,178.939171,205.0,100.267323,113.0,28.406151,318.0,128.673474,318.0,128.673474,134.368832,133.325414,267.694246,4996ad1e-5b33-457f-8186-b8eb877947ea,0.932488899527016,7.72529043599141
108,17350,Temora,2802.0159,https://linked.data.gov.au/dataset/asgsed3/LGA2022/17350,16.0,6.278814,2.0,0.25,18.0,6.528814,20.0,7.033814,1.819921,7.423991,9.243912,28.0,9.037529,1.0,0.018,29.0,9.055529,31.0,9.358529,6.707673,9.636989,16.344662,32.0,9.292431,10.0,1.71,42.0,11.002431,42.0,11.002431,5.152,11.428401,16.580401,20.0,8.182261,,,20.0,8.182261,20.0,8.182261,8.696624,8.917255,17.613879,16.0,5.89905,,,16.0,5.89905,16.0,5.89905,4.009885,6.623736,10.633621,18.0,7.952573,3.0,0.41686,21.0,8.369433,21.0,8.369433,14.395546,9.053333,23.448879,41.0,17.276155,2.0,0.2,43.0,17.476155,43.0,17.476155,5.374145,18.020101,23.394246,26.0,10.702805,13.0,2.0274,39.0,12.730205,39.0,12.730205,3.347749,13.491296,16.839045,23.0,10.561503,8.0,1.9468,31.0,12.508303,31.0,12.508303,16.516201,13.376745,29.892946,90b39ecc-0361-4932-bf2e-2bf7cb5515f6,0.274671137039604,3.03741739826296
109,17400,Tenterfield,7324.3072,https://linked.data.gov.au/dataset/asgsed3/LGA2022/17400,25.0,4.604287,2.0,0.238,27.0,4.842287,27.0,4.842287,0.845777,5.314238,6.160015,28.0,6.448732,,,28.0,6.448732,28.0,6.448732,1.621945,6.827995,8.44994,30.0,7.517397,2.0,0.234,32.0,7.751397,32.0,7.751397,1.248336,8.387023,9.635359,34.0,8.904639,,,34.0,8.904639,34.0,8.904639,1.305594,9.398617,10.704211,25.0,9.042048,,,25.0,9.042048,25.0,9.042048,1.588418,9.700674,11.289092,21.0,5.160058,2.0,0.392054,23.0,5.552112,23.0,5.552112,2.001618,6.256854,8.258472,49.0,15.64618,4.0,0.359314,53.0,16.005494,53.0,16.005494,1.66954,16.644269,18.313809,46.0,14.54448,,,46.0,14.54448,46.0,14.54448,18.106961,16.152828,34.259789,24.0,9.939539,,,24.0,9.939539,24.0,10.55737,1.3905,11.507276,12.897776,8f1db35f-532c-4621-9195-545a1c1332c8,0.677841796371922,6.59346566231398
